Brand Name,Product Name,Rating,Rating Count,Selling Price,MRP,Offer
Fastrack,"Silicone Trendies Analog Black Dial Men's Watch-38057Pp02/Np38057Pp02, Band Color:Black",4.1 out of 5 stars,211,"₹1,515","₹1,895",(20% off)
Noise,"NoiseFit Halo 1.43"" AMOLED Display, Bluetooth Calling Round Dial Smart Watch, Premium Metallic Build, Always on Display, Smart Gesture Control, 100 Sports Modes (Jet Black)",4.0 out of 5 stars,"8,347","₹2,999","₹7,999",(63% off)
Titan,Neo Analog Black Dial Men's Watch NM1698BM01/NN1698BM01/NP1698BM01,4.2 out of 5 stars,109,"₹5,675","₹7,095",(20% off)
Fastrack,Tick Tock Quartz Multifunction Black Dial Black Metal Strap Watch for Guys – NT3287NM01,4.2 out of 5 stars,138,"₹3,035","₹3,795",(20% off)
Tommy Hilfiger,Analog Blue Dial Men's Casual Watch,4.2 out of 5 stars,11,"₹5,399","₹8,999",(40% off)
Fossil,Bannon Analog Black Dial Men's Watch-BQ2494,4.0 out of 5 stars,103,"₹10,146","₹14,495",(30% off)
Fastrack,Hitlist Quartz Analog Black Dial Black Stainless Steel Strap Watch for Guys - NT3039NM02,4.2 out of 5 stars,48,"₹1,815","₹2,595",(30% off)
Fastrack,Analog Black Dial Men's Watch-1474NP01/NP1474NP01,4.2 out of 5 stars,119,"₹2,755","₹3,445",(20% off)
TIMEX,Men Analogue Black Round Dial Watch - TW000R425,4.3 out of 5 stars,930,"₹2,820","₹2,845",(1% off)
LOUIS DEVIN,Mesh Steel Chain Analog Wrist Watch for Men (LD-G042),3.8 out of 5 stars,"2,199",₹329,"₹1,999",(84% off)
Titan,Classique Analog White Dial Men's Watch NM90102WL01/NN90102WL01/NP90102WL01/NQ90102WL01,4.2 out of 5 stars,250,"₹9,715","₹12,145",(20% off)
Fire-Boltt,"Fire-Boltt Ninja Call Pro Plus Smart Watch 1.83 inch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution (Black)",3.9 out of 5 stars,"95,014","₹1,399","₹19,999",(93% off)
Fire-Boltt,"Fire-Boltt Phoenix Smart Watch with Bluetooth Calling 1.38,120+ Sports Modes, 240 * 240 PX High Res with SpO2, Heart Rate Monitoring & IP67 Rating (Black)",3.9 out of 5 stars,"81,935","₹1,399","₹9,999",(86% off)
Fastrack,Fastrack Mens Pulse Quartz Analog Black Dial with Black Stainless Steel Strap Watch for Guys-1474NM02/NT1474NM02,3.7 out of 5 stars,13,"₹3,505","₹3,895",(10% off)
Casio,G-Shock GA-140GB-1A1DR Black & Gold Analog-Digital Dial Black Resin Strap Men's Watch Shock and 200M Water Resistant G1021,4.3 out of 5 stars,261,"₹9,095","₹9,995",(9% off)
Fire-Boltt,Fire-Boltt Dominion,3.5 out of 5 stars,207,"₹2,331","₹21,000",(89% off)
Casio,Unisex Vintage AQ-230A-2A1MQYDF Blue Analog-Digital Dial Silver Stainless Steel Band Ad270,3.7 out of 5 stars,53,"₹3,495",na,na
Titan,Neo Splash Quartz Multifunction Midnight Blue Dial Metallic Blue Stainless Steel Strap Watch for Men - NT1805QM01,4.2 out of 5 stars,388,"₹6,795","₹7,995",(15% off)
Casio,Edifice EFR-526D-2AVUDF Analog Blue Dial Men Watch Silver Stainless Steel Strap (ED613),5.0 out of 5 stars,1,"₹7,730","₹8,495",(9% off)
LOUIS DEVIN,WT030 Leather Strap Analog Wrist Watch for Men,3.7 out of 5 stars,"3,423",₹299,"₹2,199",(86% off)
Redmi,"Redmi Watch 5 Lite, 1.96 Amoled, Advanced in-Built GPS, 5 ATM, 18 Day Battery, Bluetooth Calling with AI Noise Reduction, Always on Display, Black",4.1 out of 5 stars,537,"₹3,499","₹6,999",(50% off)
Titan,Neo Economy Analog Red Dial Men's Watch 1802SL06/NN1802SL06/NP1802SL06,4.2 out of 5 stars,190,"₹1,756","₹1,995",(12% off)
Sonata,Smart Plaid Quartz Analog Black Dial Stainless Steel Strap Watch for Men-NR77105SM02W/NT77105SM02W,4.4 out of 5 stars,510,"₹1,185",na,na
boAt,"boAt New Launch Storm Infinity w/15 Days Extensive Battery fueled by Huge 550mAh Battery, Fast Charge, 1.83”(4.65cm)HD Display, Functional Crown, BT Calling, Smart watch for Men & Women (Active Black)",3.8 out of 5 stars,468,"₹1,499","₹5,999",(75% off)
LOUIS DEVIN,Stainless Steel Chain Analog Wrist Watch for Men (Blue/Green/Silver/Black Dial) | LD-G071-CH,3.6 out of 5 stars,30,₹359,"₹1,999",(82% off)
SKMEI,"New Car Wheel Watch with Rolling Creative Fashion Analog Watch, Black Dial Zink Alloy Case Men's Watch, Stainless Steel Black Color Band, Quartz Movement, Water & Scratch-Resistant-1990",4.1 out of 5 stars,"2,174","₹1,798","₹7,699",(77% off)
Titan,Neo Splash Brown Dial Analog with Date Stainless Steel Strap Watch for Men-1806QM03,4.1 out of 5 stars,32,"₹4,795","₹5,995",(20% off)
Sonata,SF Digital Dial Plastic Strap Watch for Men-NS77073PP02/NT77073PP02,4.3 out of 5 stars,"1,567",₹695,na,na
Casio,Edifice EFR-552D-2AVUDF Analog Blue Dial Men Watch Silver Stainless Steel Strap (ED615),5.0 out of 5 stars,9,"₹8,495",na,na
Fastrack,Neon Quartz Analog Black Dial Black Silicon Strap Watch for Unisex - NT38003PP13W,4.2 out of 5 stars,"3,969",₹742,₹825,(10% off)
Armani Exchange,Stainless Steel Analog Blue Dial Men's Watch-AX2457,4.5 out of 5 stars,2,"₹23,995",na,na
Tommy Hilfiger,Silicone Analog Bank White Men Watch Th1791778/Ncth1791778,4.2 out of 5 stars,28,"₹15,250",na,na
Casio,Edifice EFR-526D-2AVUDF Analog Blue Dial Men Watch Silver Stainless Steel Strap (ED613),5.0 out of 5 stars,1,"₹7,730","₹8,495",(9% off)
Noise,"Noise Pulse Go Buzz Smart Watch with Advanced Bluetooth Calling, 1.69"" TFT Display, SpO2, 100 Sports Mode with Auto Detection, Upto 7 Days Battery (2 Days with Heavy Calling) - Jet Black",4.0 out of 5 stars,"19,686","₹1,299","₹4,999",(74% off)
LONGBO,Men's Watches Luxury Fashion Casual Dress Waterproof Quartz Wristwatches for Men Stainless Steel Band | Birthday Anniversary Gift for Men,3.5 out of 5 stars,69,"₹1,190","₹1,999",(40% off)
Titan,Maritime Analog Green Dial Men's Watch NM1830KL02/NN1830KL02/NP1830KL02,4.3 out of 5 stars,148,"₹14,635","₹18,295",(20% off)
LOUIS DEVIN,WT030 Leather Strap Analog Wrist Watch for Men,3.7 out of 5 stars,"3,423",₹299,"₹2,199",(86% off)
LOUIS DEVIN,WT030 Stainless Steel Chain Analog Wrist Watch for Men,3.8 out of 5 stars,295,₹359,"₹2,399",(85% off)
Fire-Boltt,"Fire-Boltt Rise Smart Watch, 1.85"" HD Display, Metal Body with Bluetooth Calling, Rotating Crown, AI Voice Assistant, 120 Sports Modes, Neon UI, SpO2 & Heart Rate Monitoring (Black-C)",3.7 out of 5 stars,"1,764","₹1,299","₹14,999",(91% off)
Sonata,Smart Plaid Quartz Analog Black Dial Stainless Steel Strap Watch for Men-NR77105SM02W/NT77105SM02W,4.4 out of 5 stars,510,"₹1,185",na,na
Noise,"Noise ColorFit Pulse 3 with 1.96"" Biggest Display Bluetooth Calling Smart Watch, Premium Build, Auto Sport Detection & 170+ Watch Faces Smartwatch for Men & Women - Midnight Black",4.0 out of 5 stars,"4,374","₹1,399","₹6,999",(80% off)
Titan,Neo Economy Analog Red Dial Men's Watch 1802SL06/NN1802SL06/NP1802SL06,4.2 out of 5 stars,190,"₹1,756","₹1,995",(12% off)
Noise,"Noise Pulse 2 Max 1.85"" Display, Bluetooth Calling Smart Watch, 10 Days Battery, 550 NITS Brightness, Smart DND, 100 Sports Modes, Smartwatch for Men and Women (Midnight Blue)",4.0 out of 5 stars,"17,624","₹1,399","₹5,999",(77% off)
LOUIS DEVIN,Stainless Steel Chain Analog Wrist Watch for Men (Blue/Green/Silver/Black Dial) | LD-G071-CH,3.6 out of 5 stars,30,₹359,"₹1,999",(82% off)
SKMEI,"New Car Wheel Watch with Rolling Creative Fashion Analog Watch, Black Dial Zink Alloy Case Men's Watch, Stainless Steel Black Color Band, Quartz Movement, Water & Scratch-Resistant-1990",4.1 out of 5 stars,"2,174","₹1,798","₹7,699",(77% off)
Titan,Neo Splash Brown Dial Analog with Date Stainless Steel Strap Watch for Men-1806QM03,4.1 out of 5 stars,32,"₹4,795","₹5,995",(20% off)
Fastrack,"Fastrack New Limitless Classic|Large 1.91"" Super UltraVU Display|Functional Crown|Highest 320x385 Pixel Resolution|SingleSync BT Calling|100+ Sports Modes|Metal Case Premium Smartwatch - Black Mesh",3.9 out of 5 stars,"7,544","₹2,099","₹5,995",(65% off)
Casio,Edifice EFR-552D-2AVUDF Analog Blue Dial Men Watch Silver Stainless Steel Strap (ED615),5.0 out of 5 stars,9,"₹8,495",na,na
Fastrack,"Fastrack Radiant FX2 2.04"" AMOLED Smart Watch with BT Calling, Voice Assistant, Functional Crown, Metal Alloy Case, 100+ Sports Modes, SpO2, AOD – Smartwatch for Men and Women (Black)",3.9 out of 5 stars,"3,794","₹4,699","₹9,995",(53% off)
Fastrack,Neon Quartz Analog Black Dial Black Silicon Strap Watch for Unisex - NT38003PP13W,4.2 out of 5 stars,"3,969",₹742,₹825,(10% off)
Noise,"Noise Pulse 2 Max 1.85"" Display, Bluetooth Calling Smart Watch, 10 Days Battery, 550 NITS Brightness, Smart DND, 100 Sports Modes, Smartwatch for Men and Women (Rose Pink)",4.0 out of 5 stars,"17,624","₹1,399","₹5,999",(77% off)
Armani Exchange,Stainless Steel Analog Blue Dial Men's Watch-AX2457,4.5 out of 5 stars,2,"₹23,995",na,na
Tommy Hilfiger,Silicone Analog Bank White Men Watch Th1791778/Ncth1791778,4.2 out of 5 stars,28,"₹15,250",na,na
boAt,"boAt Lunar Embrace w/Vibrant 1.51"" (3.8 cm) AMOLED Display,Premium Metal Design, Functional Crown, 100+ Sports Mode, Animated Watch Faces, Built-in Games, Smart Watch for Men & Women(Steel Black)",4.2 out of 5 stars,298,"₹3,499","₹13,999",(75% off)
Fossil,Grant Chronograph Beige Dial Men's Watch - FS4735,4.2 out of 5 stars,263,"₹12,995",na,na
Sonata,Quartz Analog Black Dial Plastic Strap Watch for Men-NS77085PP03W/NT77085PP03W,4.0 out of 5 stars,129,₹745,na,na
LOUIS DEVIN,Leather Strap Analog Wrist Watch for Men,3.6 out of 5 stars,679,₹299,"₹2,399",(88% off)
Fastrack,"Fastrack Astor FS1 Pro Smart Watch, 1.97"" AMOLED Display, Bluetooth Calling, 100+ Sports Modes, SpO2 & Heart Rate Monitoring, Women's Health, IP68, Up to 5 Days Battery, Functional Crown (Black)",4.0 out of 5 stars,"7,887","₹2,498","₹4,999",(50% off)
Matrix,Boys Mens Navy Blue Band Classic Dial with Softest Silicone Strap Analog Wrist Watch,3.8 out of 5 stars,13,₹276,"₹1,999",(86% off)
Casio,G-Shock GA-2100-1A1DR Black Analog-Digital Dial Black Resin Strap Men's Watch Shock and 200M Water Resistant G987,4.3 out of 5 stars,"1,922","₹9,195",na,na
Casio,G-Shock GA-2300-1ADR Analog-Digital Black Dial Men Watch Black Resin Strap (G1551),3.6 out of 5 stars,17,"₹8,995",na,na
Titan,Autumn-Winter 19 Analog Silver Dial Men's Watch NM1698SL01/NN1698SL01/NP1698SL01,3.8 out of 5 stars,211,"₹4,275","₹5,345",(20% off)
Fastrack,Casual Analog White Dial Men's Watch-NL3121SM01/NP3121SM01,4.1 out of 5 stars,"4,925","₹1,646","₹2,195",(25% off)
Fastrack,Vyb Limitless Quartz Analog Blue Dial Watch for Men,4.4 out of 5 stars,8,"₹2,348","₹3,355",(30% off)
Casio,EDifice EFR-556DC-1AVUDF Black Analog Dial Black Stainless Steel Band Men's Watch Chronograph 100M Water Resistant EX493,4.3 out of 5 stars,143,"₹12,995",na,na
NAVIFORCE,Analog-Digital Black Dial Men's Watch-NF9024-BBR by LexXiv,4.1 out of 5 stars,557,"₹2,252","₹4,999",(55% off)
Casio,Enticer Analog Black Dial Men's Watch - MTP-VD01G-1BVUDF (A1367),4.4 out of 5 stars,"1,274","₹4,195",na,na
Sonata,Quartz Multifunction Green Dial Green Leather Strap Watch for Men,4.2 out of 5 stars,25,"₹2,495",na,na
Carlington,"Endurance Series Analog-Digital Sports Watches for Men and Boys with Alarm, Stopwatch, Backlit Display, Dualtime, Silicone Rubber Strap, Water & Shock Resiatant - CT_9105",4.1 out of 5 stars,"1,916","₹1,299","₹6,999",(81% off)
Fire-Boltt,"Fire-Boltt Ninja Call Pro Plus Smart Watch 1.83 inch with Bluetooth Calling, AI Voice Assistance, 100 Sports Modes IP67 Rating, 240 * 280 Pixel High Resolution (Blue)",3.9 out of 5 stars,"95,014","₹1,399","₹19,999",(93% off)
Casio,Enticer Men MTP-1374D-7A2VDF Analog White Dial Men (A2348),4.6 out of 5 stars,5,"₹5,995",na,na
Titan,Analog Men's Watch (Dial Colored Strap),4.2 out of 5 stars,"1,187","₹3,995","₹5,245",(24% off)
Fastrack,Space Analog Brown Dial Men's Watch 3184NM01/NN3184NM01,4.3 out of 5 stars,441,"₹2,395","₹2,995",(20% off)
OLEVS,Original Men's Diamond Watch Analog Quartz Stainless Steel Calendar Business Dress Watch with Luminous Waterproof Casual Wristwatch,3.8 out of 5 stars,"3,344","₹3,230","₹3,900",(17% off)
boAt,"boAt Wave Call Smart Watch w/Bluetooth Calling, 1.69"" (4.2 cm) HD Display w/ 550 NITS & 70% Color Gamut, 150+ Watch Faces, Multi-Sport Modes,HR,SpO2, IP68(Bold Black)",3.8 out of 5 stars,11,"₹1,349","₹7,990",(83% off)
Fastrack,Stunners Quartz Analog Grey Dial Silver Metal Strap Watch for Guys - NT3291SM01,4.2 out of 5 stars,135,"₹1,275","₹1,595",(20% off)
Fastrack,Vyb Quest Quartz Analog Green Dial Watch for Men,2.6 out of 5 stars,4,"₹1,693","₹2,420",(30% off)
Boult,"Boult Trail Pro Smartwatch 2.01'' 3D Curved Screen+AMOLED, BT Calling 5.3, 600 Nits Brightness, IP68, 250+ Watchfaces, 120+ Sports Modes, AI Voice Assistant, SpO2 Tracking (Silver)",3.6 out of 5 stars,36,"₹1,899","₹6,999",(73% off)
Titan,Analog Men Watch,3.5 out of 5 stars,17,"₹5,748","₹7,185",(20% off)
Fastrack,Fastrack Vyb Quartz Analog Black Dial Black Sheet Metal Strap Watch for Men-FV30014KM01W,4.2 out of 5 stars,81,"₹2,093","₹2,990",(30% off)
Noise,"Noise ColorFit Pulse 3 with 1.96"" Biggest Display Bluetooth Calling Smart Watch, Premium Build, Auto Sport Detection & 170+ Watch Faces Smartwatch for Men & Women (Deep Wine)",4.0 out of 5 stars,"4,374","₹1,399","₹6,999",(80% off)
Titan,Autumn-Winter 19 Analog Silver Dial Men's Watch NM1698SL01/NN1698SL01/NP1698SL01,3.8 out of 5 stars,211,"₹4,275","₹5,345",(20% off)
Fastrack,Vyb Limitless Quartz Analog Blue Dial Watch for Men,4.4 out of 5 stars,8,"₹2,348","₹3,355",(30% off)
Fossil,"Fossil Gen 6(44Mm, Brown Color) Mens Smartwatch With Amoled Screen, Alexa Built-In, Snapdragon 4100+ Wear Platform, Google Assistant, Spo2, Wellness Features And Smartphone Notifications - Ftw4062",3.4 out of 5 stars,"1,467","₹11,998","₹23,995",(50% off)
Casio,EDifice EFR-556DC-1AVUDF Black Analog Dial Black Stainless Steel Band Men's Watch Chronograph 100M Water Resistant EX493,4.3 out of 5 stars,143,"₹12,995",na,na
Sonata,Quartz Multifunction Green Dial Green Leather Strap Watch for Men,4.2 out of 5 stars,25,"₹2,495",na,na
Carlington,"Endurance Series Analog-Digital Sports Watches for Men and Boys with Alarm, Stopwatch, Backlit Display, Dualtime, Silicone Rubber Strap, Water & Shock Resiatant - CT_9105",4.1 out of 5 stars,"1,916","₹1,299","₹6,999",(81% off)
Boult,"Boult Dire Smartwatch: 1.38'' 2.5D Curved HD Display, BT Calling, 500 Nits Brightness, IP67, 250+ Watchfaces, 120+ Sports Modes, AI Voice Assistant, SpO2 Monitoring (Silver)",3.1 out of 5 stars,325,"₹1,399","₹4,999",(72% off)
Casio,Enticer Men MTP-1374D-7A2VDF Analog White Dial Men (A2348),4.6 out of 5 stars,5,"₹5,995",na,na
Titan,Analog Men's Watch (Dial Colored Strap),4.2 out of 5 stars,"1,187","₹3,995","₹5,245",(24% off)
Noise,"Noise ColorFit Ultra 3 Bluetooth Calling Smart Watch with Biggest 1.96"" AMOLED Display, Premium Metallic Build, Functional Crown, Gesture Control with Metallic Strap (Glossy Silver: Elite Edition)",4.1 out of 5 stars,"17,946","₹2,999","₹8,999",(67% off)
Fastrack,Space Analog Brown Dial Men's Watch 3184NM01/NN3184NM01,4.3 out of 5 stars,441,"₹2,395","₹2,995",(20% off)
Fastrack,Stunners Quartz Analog Grey Dial Silver Metal Strap Watch for Guys - NT3291SM01,4.2 out of 5 stars,135,"₹1,275","₹1,595",(20% off)
Fastrack,Vyb Quest Quartz Analog Green Dial Watch for Men,2.6 out of 5 stars,4,"₹1,693","₹2,420",(30% off)
Amazfit,"Amazfit T-Rex 3 Outdoor Rugged Military 48mm Smart Watch, Built in GPS, 27 Days Battery Life, Offline Maps, 2000 Nits Brightness, 10 ATM Water Resistance, AI Coach, for iOS & Android (Onyx)",4.4 out of 5 stars,896,"₹19,999","₹29,999",(33% off)
Titan,Analog Men Watch,3.5 out of 5 stars,17,"₹5,748","₹7,185",(20% off)
Fastrack,Fastrack Vyb Quartz Analog Black Dial Black Sheet Metal Strap Watch for Men-FV30014KM01W,4.2 out of 5 stars,81,"₹2,093","₹2,990",(30% off)
boAt,"boAt Wave Sigma 3 w/Turn-by-Turn Navigation, 2.01"" HD Display, Bluetooth Calling, Crest+ OS, QR Tray, Watch Face Studio, Coins, Emergency SOS Smart Watch for Men & Women(Cool Grey)",3.9 out of 5 stars,"23,685","₹1,499","₹8,999",(83% off)
